X Y Z Distanz Orientierung Zeitstempel
443.222 830.081 0 941 61.9 5804.94
446.467 839.683 0 951 62 5804.94
438.918 828.972 0 938 62.1 5804.94
438.403 831.506 0 940 62.2 5804.94
442.994 843.78 0 953 62.3 5804.94
448.007 856.959 0 967 62.4 5804.94
435.429 836.451 0 943 62.5 5804.94
0 0 0 931 62.6 5804.94
0 0 0 0 62.7 5804.94
0 0 0 0 62.8 5804.94
0 0 0 0 62.9 5804.94
0 0 0 0 63 5804.94
0 0 0 0 63.1 5804.94
0 0 0 0 63.2 5804.94
0 0 0 0 63.3 5804.94
0 0 0 0 63.4 5804.94
0 0 0 0 63.5 5804.94
0 0 0 0 63.6 5804.94
0 0 0 0 63.7 5804.94
0 0 0 0 63.8 5804.94
0 0 0 0 63.9 5804.94
0 0 0 2192 64 5804.94
0 0 0 2124 64.1 5804.94
947.933 1960.89 0 2178 64.2 5804.94
945.377 1964.35 0 2180 64.3 5804.94
943.243 1968.7 0 2183 64.4 5804.94
942.389 1975.76 0 2189 64.5 5804.94
937.652 1974.69 0 2186 64.6 5804.94
936.341 1980.84 0 2191 64.7 5804.94
937.14 1991.52 0 2201 64.8 5804.94
923.906 1972.33 0 2178 64.9 5804.94
931.873 1998.41 0 2205 65 5804.94
926.279 1995.5 0 2200 65.1 5804.94
930.764 2014.36 0 2219 65.2 5804.94
923.486 2007.8 0 2210 65.3 5804.94
914.153 1996.68 0 2196 65.4 5804.94
923.937 2027.39 0 2228 65.5 5804.94
918.331 2024.45 0 2223 65.6 5804.94
909.858 2015.11 0 2211 65.7 5804.94
910.849 2026.73 0 2222 65.8 5804.94
906.902 2027.4 0 2221 65.9 5804.94
902.955 2028.07 0 2220 66 5804.94
907.517 2047.93 0 2240 66.1 5804.94
897.081 2033.96 0 2223 66.2 5804.94
899.157 2048.34 0 2237 66.3 5804.94
891.978 2041.66 0 2228 66.4 5804.94
899.578 2068.89 0 2256 66.5 5804.94
890.008 2056.69 0 2241 66.6 5804.94
886.417 2058.24 0 2241 66.7 5804.94
881.642 2057.02 0 2238 66.8 5804.94
879.62 2062.24 0 2242 66.9 5804.94
879.536 2072.06 0 2251 67 5804.94
873.194 2067.14 0 2244 67.1 5804.94
871.135 2072.35 0 2248 67.2 5804.94
869.832 2079.4 0 2254 67.3 5804.94
864.28 2076.3 0 2249 67.4 5804.94
866.395 2091.66 0 2264 67.5 5804.94
857.408 2080.23 0 2250 67.6 5804.94
853.776 2081.72 0 2250 67.7 5804.94
859.966 2107.28 0 2276 67.8 5804.94
849.514 2092.1 0 2258 67.9 5804.94
852.979 2111.2 0 2277 68 5804.94
841.833 2094.13 0 2257 68.1 5804.94
844.862 2112.31 0 2275 68.2 5804.94
833.409 2094.26 0 2254 68.3 5804.94
833.802 2105.94 0 2265 68.4 5804.94
834.157 2117.63 0 2276 68.5 5804.94
827.905 2112.57 0 2269 68.6 5804.94
827.486 2122.39 0 2278 68.7 5804.94
828.482 2135.95 0 2291 68.8 5804.94
820.793 2127.13 0 2280 68.9 5804.94
819.587 2135.1 0 2287 69 5804.94
815.503 2135.59 0 2286 69.1 5804.94
805.383 2120.18 0 2268 69.2 5804.94
809.811 2143.1 0 2291 69.3 5804.94
803.958 2138.9 0 2285 69.4 5804.94
806.878 2158.09 0 2304 69.5 5804.94
799.624 2150.12 0 2294 69.6 5804.94
795.87 2151.52 0 2294 69.7 5804.94
797.294 2166.98 0 2309 69.8 5804.94
791.105 2161.79 0 2302 69.9 5804.94
783.226 2151.9 0 2290 70 5804.94
783.894 2165.48 0 2303 70.1 5804.94
779.436 2164.97 0 2301 70.2 5804.94
778.69 2174.8 0 2310 70.3 5804.94
775.899 2178.98 0 2313 70.4 5804.94
774.098 2185.99 0 2319 70.5 5804.94
766.628 2176.96 0 2308 70.6 5804.94
761.836 2175.46 0 2305 70.7 5804.94
760.011 2182.45 0 2311 70.8 5804.94
757.837 2188.5 0 2316 70.9 5804.94
759.225 2204.95 0 2332 71 5804.94
751.164 2193.97 0 2319 71.1 5804.94
751.846 2208.53 0 2333 71.2 5804.94
746.708 2206.05 0 2329 71.3 5804.94
744.132 2211.14 0 2333 71.4 5804.94
741.224 2215.28 0 2336 71.5 5804.94
741.775 2229.86 0 2350 71.6 5804.94
735.37 2223.55 0 2342 71.7 5804.94
730.551 2221.98 0 2339 71.8 5804.94
728.536 2228.96 0 2345 71.9 5804.94
728.662 2242.59 0 2358 72 5804.94
724.747 2243.86 0 2358 72.1 5804.94
717.773 2235.6 0 2348 72.2 5804.94
716.91 2246.38 0 2358 72.3 5804.94
711.476 2242.86 0 2353 72.4 5804.94
704.253 2233.61 0 2342 72.5 5804.94
699.755 2232.92 0 2340 72.6 5804.94
701.805 2253.24 0 2360 72.7 5804.94
703.194 2271.65 0 2378 72.8 5804.94
696.582 2264.27 0 2369 72.9 5804.94
693.213 2267.4 0 2371 73 5804.94
691.29 2275.3 0 2378 73.1 5804.94
687.896 2278.42 0 2380 73.2 5804.94
685.93 2286.32 0 2387 73.3 5804.94
681.081 2284.64 0 2384 73.4 5804.94
676.809 2284.87 0 2383 73.5 5804.94
676.208 2297.56 0 2395 73.6 5804.94
666.864 2280.5 0 2376 73.7 5804.94
669.579 2304.7 0 2400 73.8 5804.94
661.395 2291.46 0 2385 73.9 5804.94
649.677 2265.69 0 2357 74 5804.94
654.763 2298.56 0 2390 74.1 5804.94
652.111 2304.51 0 2395 74.2 5804.94
647.276 2302.76 0 2392 74.3 5804.94
640.567 2294.25 0 2382 74.4 5804.94
641.372 2312.71 0 2400 74.5 5804.94
631.758 2293.58 0 2379 74.6 5804.94
629.337 2300.47 0 2385 74.7 5804.94
624.535 2298.67 0 2382 74.8 5804.94
631.202 2339.34 0 2423 74.9 5804.94
628.154 2344.3 0 2427 75 5804.94
622.776 2340.56 0 2422 75.1 5804.94
620.733 2349.38 0 2430 75.2 5804.94
618.154 2356.26 0 2436 75.3 5804.94
614.545 2359.27 0 2438 75.4 5804.94
607.422 2348.73 0 2426 75.5 5804.94
605.062 2356.56 0 2433 75.6 5804.94
603.419 2367.31 0 2443 75.7 5804.94
598.795 2366.42 0 2441 75.8 5804.94
594.177 2365.52 0 2439 75.9 5804.94
590.047 2366.55 0 2439 76 5804.94
591.922 2391.85 0 2464 76.1 5804.94
583.691 2376.37 0 2447 76.2 5804.94
581.201 2384.18 0 2454 76.3 5804.94
578.92 2392.97 0 2462 76.4 5804.94
576.61 2401.75 0 2470 76.5 5804.94
570.795 2395.95 0 2463 76.6 5804.94
566.612 2396.94 0 2463 76.7 5804.94
563.113 2400.85 0 2466 76.8 5804.94
559.149 2402.8 0 2467 76.9 5804.94
556.754 2411.57 0 2475 77 5804.94
551.651 2408.63 0 2471 77.1 5804.94
553.207 2434.95 0 2497 77.2 5804.94
545.878 2422.25 0 2483 77.3 5804.94
539.905 2415.39 0 2475 77.4 5804.94
540.666 2438.79 0 2498 77.5 5804.94
535.979 2437.77 0 2496 77.6 5804.94
535.345 2455.32 0 2513 77.7 5804.94
527.467 2439.63 0 2496 77.8 5804.94
526.143 2454.24 0 2510 77.9 5804.94
524.769 2468.84 0 2524 78 5804.94
518.397 2459.97 0 2514 78.1 5804.94
513.694 2458.91 0 2512 78.2 5804.94
511.43 2469.6 0 2522 78.3 5804.94
507.722 2473.43 0 2525 78.4 5804.94
502.407 2469.41 0 2520 78.5 5804.94
500.271 2481.07 0 2531 78.6 5804.94
494.372 2474.09 0 2523 78.7 5804.94
490.636 2477.89 0 2526 78.8 5804.94
489.198 2493.46 0 2541 78.9 5804.94
486.181 2501.19 0 2548 79 5804.94
481.626 2501.05 0 2547 79.1 5804.94
473.7 2483.22 0 2528 79.2 5804.94
473.821 2507.63 0 2552 79.3 5804.94
469.812 2510.42 0 2554 79.4 5804.94
467.981 2525 0 2568 79.5 5804.94
461.948 2516.96 0 2559 79.6 5804.94
457.376 2516.78 0 2558 79.7 5804.94
454.045 2523.48 0 2564 79.8 5804.94
449.816 2525.25 0 2565 79.9 5804.94
446.276 2530.96 0 2570 80 5804.94
444.265 2545.52 0 2584 80.1 5804.94
438.97 2541.37 0 2579 80.2 5804.94
435.208 2546.07 0 2583 80.3 5804.94
429.763 2540.91 0 2577 80.4 5804.94
428.299 2559.41 0 2595 80.5 5804.94
423.341 2557.2 0 2592 80.6 5804.94
417.907 2552.01 0 2586 80.7 5804.94
414.092 2556.68 0 2590 80.8 5804.94
411.685 2570.24 0 2603 80.9 5804.94
408.294 2577.87 0 2610 81 5804.94
401.319 2562.77 0 2594 81.1 5804.94
397.304 2566.43 0 2597 81.2 5804.94
395.85 2586.89 0 2617 81.3 5804.94
394.474 2608.34 0 2638 81.4 5804.94
389.182 2604.08 0 2633 81.5 5804.94
384.052 2600.8 0 2629 81.6 5804.94
380.379 2607.4 0 2635 81.7 5804.94
376.54 2613.01 0 2640 81.8 5804.94
374.234 2629.5 0 2656 81.9 5804.94
368.113 2619.26 0 2645 82 5804.94
362.854 2614.94 0 2640 82.1 5804.94
358.968 2620.53 0 2645 82.2 5804.94
353.857 2617.19 0 2641 82.3 5804.94
352.728 2643.57 0 2667 82.4 5804.94
347.722 2641.21 0 2664 82.5 5804.94
342.467 2636.85 0 2659 82.6 5804.94
340.787 2660.26 0 2682 82.7 5804.94
337.648 2672.76 0 2694 82.8 5804.94
330.51 2653.5 0 2674 82.9 5804.94
329.9 2686.82 0 2707 83 5804.94
321.726 2658.6 0 2678 83.1 5804.94
317.915 2666.11 0 2685 83.2 5804.94
314.661 2678.58 0 2697 83.3 5804.94
311.48 2692.04 0 2710 83.4 5804.94
305.649 2682.64 0 2700 83.5 5804.94
301.969 2692.12 0 2709 83.6 5804.94
295.953 2680.71 0 2697 83.7 5804.94
293.65 2703.1 0 2719 83.8 5804.94
288.932 2703.6 0 2719 83.9 5804.94
284.108 2703.11 0 2718 84 5804.94
279.698 2706.59 0 2721 84.1 5804.94
274.873 2706.08 0 2720 84.2 5804.94
271.143 2716.5 0 2730 84.3 5804.94
267.377 2726.92 0 2740 84.4 5804.94
262.521 2726.39 0 2739 84.5 5804.94
257.48 2723.86 0 2736 84.6 5804.94
253.834 2736.25 0 2748 84.7 5804.94
249.058 2736.69 0 2748 84.8 5804.94
244.282 2737.12 0 2748 84.9 5804.94
240.724 2751.49 0 2762 85 5804.94
235.922 2751.91 0 2762 85.1 5804.94
230.198 2741.35 0 2751 85.2 5804.94
227.543 2767.66 0 2777 85.3 5804.94
221.83 2757.09 0 2766 85.4 5804.94
217.332 2761.46 0 2770 85.5 5804.94
211.668 2750.87 0 2759 85.6 5804.94
206.866 2751.23 0 2759 85.7 5804.94
202.137 2752.59 0 2760 85.8 5804.94
197.333 2752.94 0 2760 85.9 5804.94
192.528 2753.28 0 2760 86 5804.94
186.838 2740.64 0 2747 86.1 5804.94
183.181 2757.92 0 2764 86.2 5804.94
177.27 2741.27 0 2747 86.3 5804.94
171.355 2723.61 0 2729 86.4 5804.94
168.433 2753.85 0 2759 86.5 5804.94
163.033 2744.16 0 2749 86.6 5804.94
159.855 2772.4 0 2777 86.7 5804.94
152.728 2731.73 0 2736 86.8 5804.94
149.095 2752.97 0 2757 86.9 5804.94
144.709 2761.21 0 2765 87 5804.94
139.535 2754.47 0 2758 87.1 5804.94
135.021 2760.7 0 2764 87.2 5804.94
130.438 2765.93 0 2769 87.3 5804.94
125.701 2768.15 0 2771 87.4 5804.94
120.433 2758.37 0 2761 87.5 5804.94
115.786 2762.57 0 2765 87.6 5804.94
111.165 2767.77 0 2770 87.7 5804.94
106.104 2761.96 0 2764 87.8 5804.94
101.063 2756.15 0 2758 87.9 5804.94
96.4273 2761.32 0 2763 88 5804.94
91.6409 2762.48 0 2764 88.1 5804.94
86.945 2766.63 0 2768 88.2 5804.94
82.0568 2764.78 0 2766 88.3 5804.94
77.1754 2762.92 0 2764 88.4 5804.94
72.4054 2765.05 0 2766 88.5 5804.94
67.6282 2767.17 0 2768 88.6 5804.94
62.6851 2762.29 0 2763 88.7 5804.94
57.7173 2755.4 0 2756 88.8 5804.94
53.0425 2762.49 0 2763 88.9 5804.94
48.029 2751.58 0 2752 89 5804.94
43.3208 2757.66 0 2758 89.1 5804.94
38.4658 2754.73 0 2755 89.2 5804.94
33.6822 2756.79 0 2757 89.3 5804.94
28.8183 2751.85 0 2752 89.4 5804.94
24.0852 2759.89 0 2760 89.5 5804.94
19.2892 2762.93 0 2763 89.6 5804.94
14.4146 2752.96 0 2753 89.7 5804.94
9.62719 2757.98 0 2758 89.8 5804.94
4.80312 2752 0 2752 89.9 5804.94
-2.51141e-05 2759 0 2759 90 5804.94
-4.79968 2750 0 2750 90.1 5804.94
-9.62375 2756.98 0 2757 90.2 5804.94
-14.4513 2759.96 0 2760 90.3 5804.94
-19.2194 2752.93 0 2753 90.4 5804.94
-24.0155 2751.9 0 2752 90.5 5804.94
-28.8707 2756.85 0 2757 90.6 5804.94
-33.609 2750.79 0 2751 90.7 5804.94
-38.5077 2757.73 0 2758 90.8 5804.94
-43.3365 2758.66 0 2759 90.9 5804.94
-48.029 2751.58 0 2752 91 5804.94
-52.985 2759.49 0 2760 91.1 5804.94
-57.5917 2749.4 0 2750 91.2 5804.94
-62.4356 2751.29 0 2752 91.3 5804.94
-67.0664 2744.18 0 2745 91.4 5804.94
-72.1437 2755.06 0 2756 91.5 5804.94
-76.8683 2751.93 0 2753 91.6 5804.94
-81.4932 2745.79 0 2747 91.7 5804.94
-86.5367 2753.64 0 2755 91.8 5804.94
-91.2099 2749.49 0 2751 91.9 5804.94
-95.9387 2747.33 0 2749 92 5804.94
-100.88 2751.15 0 2753 92.1 5804.94
-105.49 2745.97 0 2748 92.2 5804.94
-110.362 2747.78 0 2750 92.3 5804.94
-114.949 2742.59 0 2745 92.4 5804.94
-119.735 2742.39 0 2745 92.5 5804.94
-124.748 2747.17 0 2750 92.6 5804.94
-129.731 2750.94 0 2754 92.7 5804.94
-134.239 2744.72 0 2748 92.8 5804.94
-139.434 2752.47 0 2756 92.9 5804.94
-143.662 2741.24 0 2745 93 5804.94
-148.609 2743.98 0 2748 93.1 5804.94
-153.509 2745.71 0 2750 93.2 5804.94
-158.186 2743.44 0 2748 93.3 5804.94
-163.389 2750.15 0 2755 93.4 5804.94
-167.945 2745.87 0 2751 93.5 5804.94
-173.051 2750.56 0 2756 93.6 5804.94
-177.012 2737.28 0 2743 93.7 5804.94
-182.386 2745.95 0 2752 93.8 5804.94
-186.566 2736.65 0 2743 93.9 5804.94
-191.691 2741.31 0 2748 94 5804.94
-196.618 2742.96 0 2750 94.1 5804.94
-201.332 2741.62 0 2749 94.2 5804.94
-205.892 2738.27 0 2746 94.3 5804.94
-211.514 2748.87 0 2757 94.4 5804.94
-215.919 2743.52 0 2752 94.5 5804.94
-219.905 2733.17 0 2742 94.6 5804.94
-225.331 2740.75 0 2750 94.7 5804.94
-230.449 2744.34 0 2754 94.8 5804.94
-234.897 2739.95 0 2750 94.9 5804.94
-239.417 2736.55 0 2747 95 5804.94
-245.082 2746.09 0 2757 95.1 5804.94
-249.33 2739.68 0 2751 95.2 5804.94
-254.204 2740.23 0 2752 95.3 5804.94
-258.704 2736.8 0 2749 95.4 5804.94
-257.154 2670.65 0 2683 95.5 5804.94
0 0 0 2365 95.6 5804.94
-232.706 2331.42 0 2343 95.7 5804.94
-236.674 2330.01 0 2342 95.8 5804.94
-238.273 2305.72 0 2318 95.9 5804.94
-242.192 2304.31 0 2317 96 5804.94
-246.639 2307.86 0 2321 96.1 5804.94
-249.047 2292.51 0 2306 96.2 5804.94
-252.938 2291.08 0 2305 96.3 5804.94
-257.159 2292.62 0 2307 96.4 5804.94
-260.933 2290.18 0 2305 96.5 5804.94
-265.505 2294.69 0 2310 96.6 5804.94
-267.759 2279.33 0 2295 96.7 5804.94
-272.211 2282.83 0 2299 96.8 5804.94
-275.714 2278.38 0 2295 96.9 5804.94
-276.887 2255.06 0 2272 97 5804.94
-280.081 2248.62 0 2266 97.1 5804.94
-286.261 2265.99 0 2284 97.2 5804.94
-288.818 2254.58 0 2273 97.3 5804.94
-290.434 2236.22 0 2255 97.4 5804.94
-296.556 2252.56 0 2272 97.5 5804.94
-298.635 2238.16 0 2258 97.6 5804.94
-302.139 2234.67 0 2255 97.7 5804.94
-306.446 2237.11 0 2258 97.8 5804.94
-310.212 2235.58 0 2257 97.9 5804.94
-313.835 2233.05 0 2255 98 5804.94
-317.591 2231.51 0 2254 98.1 5804.94
-321.486 2230.96 0 2254 98.2 5804.94
-327.4 2244.24 0 2268 98.3 5804.94
-330.294 2236.74 0 2261 98.4 5804.94
-336.414 2251 0 2276 98.5 5804.94
-325.389 2151.53 0 2176 98.6 5804.94
-323.244 2112.41 0 2137 98.7 5804.94
-328.155 2119.75 0 2145 98.8 5804.94
-331.39 2116.21 0 2142 98.9 5804.94
-336.178 2122.54 0 2149 99 5804.94
-341.938 2134.79 0 2162 99.1 5804.94
-344.224 2125.3 0 2153 99.2 5804.94
-343.731 2099.04 0 2127 99.3 5804.94
-348.048 2102.39 0 2131 99.4 5804.94
-349.901 2090.93 0 2120 99.5 5804.94
-355.051 2099.19 0 2129 99.6 5804.94
-359.556 2103.49 0 2134 99.7 5804.94
-366.291 2120.6 0 2152 99.8 5804.94
-369.82 2118.97 0 2151 99.9 5804.94
-375.601 2130.14 0 2163 100 5804.94
-381.072 2139.33 0 2173 100.1 5804.94
-469.275 2608.12 0 2650 100.2 5804.94
-494.567 2721.43 0 2766 100.3 5804.94
-499.316 2720.56 0 2766 100.4 5804.94
-504.792 2723.62 0 2770 100.5 5804.94
-509.177 2720.77 0 2768 100.6 5804.94
-513.554 2717.91 0 2766 100.7 5804.94
-519.046 2720.94 0 2770 100.8 5804.94
-523.984 2721.01 0 2771 100.9 5804.94
-526.06 2706.35 0 2757 101 5804.94
-516.344 2631.83 0 2682 101.1 5804.94
-513.556 2593.65 0 2644 101.2 5804.94
-517.102 2587.84 0 2639 101.3 5804.94
-518.653 2572.23 0 2624 101.4 5804.94
-546.468 2685.97 0 2741 101.5 5804.94
-551.155 2685.02 0 2741 101.6 5804.94
-556.246 2686.01 0 2743 101.7 5804.94
-558.274 2672.31 0 2730 101.8 5804.94
-562.319 2668.39 0 2727 101.9 5804.94
-566.975 2667.41 0 2727 102 5804.94
-570.163 2659.57 0 2720 102.1 5804.94
-573.536 2652.71 0 2714 102.2 5804.94
-579.23 2656.59 0 2719 102.3 5804.94
-580.644 2640.92 0 2704 102.4 5804.94
-586.335 2644.79 0 2709 102.5 5804.94
-588.114 2631.07 0 2696 102.6 5804.94
-576.876 2559.8 0 2624 102.7 5804.94
0 0 0 2193 102.8 5804.94
0 0 0 0 102.9 5804.94
0 0 0 0 103 5804.94
0 0 0 0 103.1 5804.94
0 0 0 1821 103.2 5804.94
-373.371 1579.47 0 1623 103.3 5804.94
-373.809 1569.09 0 1613 103.4 5804.94
-377.715 1573.29 0 1618 103.5 5804.94
-379.99 1570.69 0 1616 103.6 5804.94
-383.204 1571.97 0 1618 103.7 5804.94
-385.232 1568.38 0 1615 103.8 5804.94
-387.007 1563.82 0 1611 103.9 5804.94
-392.155 1572.85 0 1621 104 5804.94
-392.951 1564.4 0 1613 104.1 5804.94
-395.436 1562.75 0 1612 104.2 5804.94
-397.668 1560.12 0 1610 104.3 5804.94
-402.132 1566.2 0 1617 104.4 5804.94
-405.115 1566.46 0 1618 104.5 5804.94
-408.1 1566.72 0 1619 104.6 5804.94
-408.804 1558.27 0 1611 104.7 5804.94
-414.078 1567.22 0 1621 104.8 5804.94
-414.241 1556.83 0 1611 104.9 5804.94
-415.663 1551.28 0 1606 105 5804.94
-418.631 1551.51 0 1607 105.1 5804.94
-422.387 1554.64 0 1611 105.2 5804.94
-425.891 1556.8 0 1614 105.3 5804.94
-427.014 1550.27 0 1608 105.4 5804.94
-430.521 1552.41 0 1611 105.5 5804.94
-431.616 1545.88 0 1605 105.6 5804.94
-434.314 1545.12 0 1605 105.7 5804.94
-435.921 1540.51 0 1601 105.8 5804.94
-439.431 1542.63 0 1604 105.9 5804.94
-444.603 1550.52 0 1613 106 5804.94
-444.813 1541.09 0 1604 106.1 5804.94
-447.781 1541.27 0 1605 106.2 5804.94
-447.663 1530.89 0 1595 106.3 5804.94
-452.029 1535.86 0 1601 106.4 5804.94
-455.845 1538.91 0 1605 106.5 5804.94
-457.387 1534.27 0 1601 106.6 5804.94
-459.489 1531.56 0 1599 106.7 5804.94
-462.451 1531.71 0 1600 106.8 5804.94
-464.542 1528.99 0 1598 106.9 5804.94
-467.21 1528.17 0 1598 107 5804.94
-470.759 1530.22 0 1601 107.1 5804.94
-475.499 1536.09 0 1608 107.2 5804.94
-475.8 1527.62 0 1600 107.3 5804.94
-478.465 1526.78 0 1600 107.4 5804.94
-483.234 1532.62 0 1607 107.5 5804.94
-482.28 1520.34 0 1595 107.6 5804.94
-487.365 1527.12 0 1603 107.7 5804.94
-488.807 1522.45 0 1599 107.8 5804.94
-491.463 1521.6 0 1599 107.9 5804.94
-495.972 1526.45 0 1605 108 5804.94
-496.461 1518.92 0 1598 108.1 5804.94
-499.111 1518.06 0 1598 108.2 5804.94
-503.016 1520.98 0 1602 108.3 5804.94
-504.407 1516.3 0 1598 108.4 5804.94
-509.909 1523.96 0 1607 108.5 5804.94
-507.783 1508.85 0 1592 108.6 5804.94
-513.301 1516.48 0 1601 108.7 5804.94
-512.402 1505.17 0 1590 108.8 5804.94
-517.62 1511.84 0 1598 108.9 5804.94
-519.607 1509.05 0 1596 109 5804.94
-521.585 1506.25 0 1594 109.1 5804.94
-526.844 1512.89 0 1602 109.2 5804.94
-527.17 1505.36 0 1595 109.3 5804.94
-532.122 1511.04 0 1602 109.4 5804.94
-535.426 1512 0 1604 109.5 5804.94
-534.374 1500.7 0 1593 109.6 5804.94
-538.678 1504.47 0 1598 109.7 5804.94
-542.658 1507.29 0 1602 109.8 5804.94
-544.948 1505.4 0 1601 109.9 5804.94
-545.864 1499.75 0 1596 110 5804.94
-546.419 1493.16 0 1590 110.1 5804.94
-549.715 1494.08 0 1592 110.2 5804.94
-552.322 1493.12 0 1592 110.3 5804.94
-555.972 1494.96 0 1595 110.4 5804.94
-557.53 1491.18 0 1592 110.5 5804.94
-562.595 1496.76 0 1599 110.6 5804.94
-561.672 1486.42 0 1589 110.7 5804.94
-567.461 1493.85 0 1598 110.8 5804.94
-572.208 1498.46 0 1604 110.9 5804.94
-578.048 1505.87 0 1613 111 5804.94
-583.195 1511.38 0 1620 111.1 5804.94
-586.193 1511.3 0 1621 111.2 5804.94
-591.736 1517.73 0 1629 111.3 5804.94
-596.209 1521.35 0 1634 111.4 5804.94
-600.696 1524.95 0 1639 111.5 5804.94
-606.669 1532.27 0 1648 111.6 5804.94
-610.452 1534 0 1651 111.7 5804.94
-612.386 1531.07 0 1649 111.8 5804.94
-620.652 1543.92 0 1664 111.9 5804.94
-624.095 1544.69 0 1666 112 5804.94
-629.047 1549.16 0 1672 112.1 5804.94
-635.15 1556.39 0 1681 112.2 5804.94
-640.901 1562.68 0 1689 112.3 5804.94
-646.295 1568.03 0 1696 112.4 5804.94
-685.769 1655.59 0 1792 112.5 5804.94
-918.082 2205.55 0 2389 112.6 5804.94
-925.789 2213.17 0 2399 112.7 5804.94
-926.55 2204.17 0 2391 112.8 5804.94
-930.395 2202.55 0 2391 112.9 5804.94
-935.41 2203.69 0 2394 113 5804.94
-937.686 2198.37 0 2390 113.1 5804.94
-940.339 2193.98 0 2387 113.2 5804.94
-944.563 2193.25 0 2388 113.3 5804.94
-944.418 2182.42 0 2378 113.4 5804.94
-948.624 2181.69 0 2379 113.5 5804.94
-949.628 2173.61 0 2372 113.6 5804.94
-953.822 2172.87 0 2373 113.7 5804.94
-957.613 2171.2 0 2373 113.8 5804.94
-960.591 2167.7 0 2371 113.9 5804.94
-961.525 2159.62 0 2364 114 5804.94
-966.11 2159.77 0 2366 114.1 5804.94
-968.238 2154.43 0 2362 114.2 5804.94
-969.116 2146.35 0 2355 114.3 5804.94
-971.622 2141.93 0 2352 114.4 5804.94
-976.603 2142.96 0 2355 114.5 5804.94
-980.341 2141.25 0 2355 114.6 5804.94
-983.241 2137.72 0 2353 114.7 5804.94
-984.454 2130.55 0 2347 114.8 5804.94
-989.013 2130.65 0 2349 114.9 5804.94
-990.195 2123.48 0 2343 115 5804.94
-992.202 2118.13 0 2339 115.1 5804.94
-996.324 2117.3 0 2340 115.2 5804.94
-999.59 2114.65 0 2339 115.3 5804.94
-1001.56 2109.29 0 2335 115.4 5804.94
-1006.97 2111.15 0 2339 115.5 5804.94
-1008.92 2105.78 0 2335 115.6 5804.94
-1010.86 2100.41 0 2331 115.7 5804.94
-1014.09 2097.74 0 2330 115.8 5804.94
-1016.87 2094.17 0 2328 115.9 5804.94
-1018.77 2088.8 0 2324 116 5804.94
