X;Y;Z;ROT;GRüN;BLAU;STEIGUNG;;;;
851,757;-464,123;0;80;114;137;0,97004;;;;
843,243;-459,892;0;80;114;137;0,97004;;;;
850,093;-464,04;0;80;114;137;0,97004;;;;
852,114;-465,557;0;80;114;137;0,97004;;;;
856,766;-468,514;0;80;114;137;0,97004;;;;
842,117;-460,912;0;80;114;137;0,97004;;;;
841,944;-461,226;0;80;114;137;0,97004;;;;
835,634;-458,175;0;80;114;137;0,97004;;;;
844,23;-463,298;0;80;114;137;0,97004;;;;
845,81;-464,576;0;80;114;137;0,97004;;;;
835,997;-459,593;0;80;114;137;0,97004;;;;
840,566;-462,698;0;80;114;137;0,97004;;;;
841,707;-463,735;0;80;114;137;0,97004;;;;
831,025;-458,255;0;80;114;137;0,97004;;;;
830,854;-458,565;0;80;114;137;0,97004;;;;
841,187;-464,678;0;80;114;137;0,97004;;;;
847,139;-468,379;0;80;114;137;0,97004;;;;
832,09;-460,464;0;80;114;137;0,97004;;;;
836,292;-463,198;0;80;114;137;0,97004;;;;
823;-456,237;0;80;114;137;0,97004;;;;
839,443;-465,763;0;80;114;137;0,97004;;;;
846,7;-470,203;0;80;114;137;0,97004;;;;
830,354;-461,532;0;80;114;137;0,97004;;;;
840,232;-467,433;0;80;114;137;0,97004;;;;
828,262;-461,179;0;80;114;137;0,97004;;;;
840,319;-468,303;0;80;114;137;0,97004;;;;
834,031;-465,207;0;80;114;137;0,97004;;;;
819,013;-457,232;0;80;114;137;0,97004;;;;
828,009;-462,66;0;80;114;137;0,97004;;;;
835,254;-467,118;0;80;114;137;0,97004;;;;
825,045;-461,813;0;80;114;137;0,97004;;;;
821,819;-460,41;0;80;114;137;0,97004;;;;
833,422;-467,32;0;80;114;137;0,97004;;;;
825,399;-463,226;0;80;114;137;0,97004;;;;
823,046;-462,31;0;80;114;137;0,97004;;;;
813,721;-457,472;0;80;114;137;0,97004;;;;
810,935;-456,305;0;80;114;137;0,97004;;;;
828,191;-466,422;0;80;114;137;0,97004;;;;
822,355;-463,539;0;80;114;137;0,97004;;;;
826,972;-466,549;0;80;114;137;0,97004;;;;
825,056;-465,875;0;80;114;137;0,97004;;;;
810,082;-457,818;0;80;114;137;0,97004;;;;
810,781;-458,613;0;80;114;137;0,97004;;;;
826,709;-468,03;0;80;114;137;0,97004;;;;
816,529;-462,67;0;80;114;137;0,97004;;;;
806,787;-457,548;0;80;114;137;0,97004;;;;
809,225;-459,33;0;80;114;137;0,97004;;;;
815,14;-463,09;0;80;114;137;0,97004;;;;
818,01;-465,125;0;80;114;137;0,97004;;;;
825,223;-469,635;0;80;114;137;0,97004;;;;
801,587;-456,579;0;80;114;137;0,97004;;;;
804,457;-458,612;0;80;114;137;0,97004;;;;
818,617;-467,09;0;80;114;137;0,97004;;;;
803,246;-458,717;0;80;114;137;0,97004;;;;
814,795;-465,716;0;80;114;137;0,97004;;;;
801,601;-458,572;0;80;114;137;0,97004;;;;
801,429;-458,872;0;80;114;137;0,97004;;;;
793,016;-454,447;0;80;114;137;0,97004;;;;
812,363;-465,938;0;80;114;137;0,97004;;;;
806,552;-463,005;0;80;114;137;0,97004;;;;
810,714;-465,797;0;80;114;137;0,97004;;;;
812,708;-467,346;0;80;114;137;0,97004;;;;
811,666;-467,151;0;80;114;137;0,97004;;;;
810,192;-466,706;0;80;114;137;0,97004;;;;
804,386;-463,762;0;80;114;137;0,97004;;;;
798,15;-460,563;0;80;114;137;0,97004;;;;
806,638;-465,863;0;80;114;137;0,97004;;;;
796,94;-460,659;0;80;114;137;0,97004;;;;
811,483;-469,47;0;80;114;137;0,97004;;;;
796,596;-461,254;0;80;114;137;0,97004;;;;
799,884;-463,557;0;80;114;137;0,97004;;;;
806,199;-467,619;0;80;114;137;0,97004;;;;
801,7;-465,41;0;80;114;137;0,97004;;;;
806,282;-468,472;0;80;114;137;0,97004;;;;
797,03;-463,495;0;80;114;137;0,97004;;;;
792,967;-461,529;0;80;114;137;0,97004;;;;
808,78;-471,137;0;80;114;137;0,97004;;;;
792,19;-461,869;0;80;114;137;0,97004;;;;
788,995;-460,401;0;80;114;137;0,97004;;;;
806,525;-471,035;0;80;114;137;0,97004;;;;
790,809;-462,252;0;80;114;137;0,97004;;;;
789,342;-461,79;0;80;114;137;0,97004;;;;
795,21;-465,622;0;80;114;137;0,97004;;;;
801,938;-469,964;0;80;114;137;0,97004;;;;
792,705;-464,951;0;80;114;137;0,97004;;;;
783,476;-459,931;0;80;114;137;0,97004;;;;
788,047;-463,01;0;80;114;137;0,97004;;;;
784,426;-461,277;0;80;114;137;0,97004;;;;
793,733;-467,149;0;80;114;137;0,97004;;;;
784,943;-462,37;0;80;114;137;0,97004;;;;
791,231;-466,472;0;80;114;137;0,97004;;;;
790,195;-466,26;0;80;114;137;0,97004;;;;
794,757;-469,352;0;80;114;137;0,97004;;;;
785,112;-464,051;0;80;114;137;0,97004;;;;
780,635;-461,799;0;80;114;137;0,97004;;;;
793,37;-469,732;0;80;114;137;0,97004;;;;
779,43;-461,872;0;80;114;137;0,97004;;;;
782,697;-464,203;0;80;114;137;0,97004;;;;
781,664;-463,985;0;80;114;137;0,97004;;;;
786,219;-467,086;0;80;114;137;0,97004;;;;
781,317;-464,569;0;80;114;137;0,97004;;;;
778,566;-463,327;0;80;114;137;0,97004;;;;
782,688;-466,176;0;80;114;137;0,97004;;;;
793,251;-472,869;0;80;114;137;0,97004;;;;
771,176;-460,1;0;80;114;137;0,97004;;;;
790,751;-472,18;0;80;114;137;0,97004;;;;
786,712;-470,166;0;80;114;137;0,97004;;;;
780,1;-466,61;0;80;114;137;0,97004;;;;
780,784;-467,415;0;80;114;137;0,97004;;;;
770,315;-461,539;0;80;114;137;0,97004;;;;
787,295;-472,113;0;80;114;137;0,97004;;;;
783,689;-470,348;0;80;114;137;0,97004;;;;
776,655;-466,521;0;80;114;137;0,97004;;;;
770,482;-463,205;0;80;114;137;0,97004;;;;
778,877;-468,648;0;80;114;137;0,97004;;;;
770,992;-464,296;0;80;114;137;0,97004;;;;
774,673;-466,907;0;80;114;137;0,97004;;;;
768,933;-463,839;0;80;114;137;0,97004;;;;
771,328;-465,677;0;80;114;137;0,97004;;;;
775,861;-468,809;0;80;114;137;0,97004;;;;
772,263;-467,029;0;80;114;137;0,97004;;;;
777,222;-470,424;0;80;114;137;0,97004;;;;
770,203;-466,569;0;80;114;137;0,97004;;;;
773,877;-469,19;0;80;114;137;0,97004;;;;
773,702;-469,479;0;80;114;137;0,97004;;;;
772,672;-469,249;0;80;114;137;0,97004;;;;
769,933;-467,979;0;80;114;137;0,97004;;;;
765,059;-465,408;0;80;114;137;0,97004;;;;
766,166;-466,474;0;80;114;137;0,97004;;;;
767,273;-467,541;0;80;114;137;0,97004;;;;
761,549;-464,443;0;80;114;137;0,97004;;;;
768,631;-469,156;0;80;114;137;0,97004;;;;
764,189;-466,836;0;80;114;137;0,97004;;;;
769,56;-470,512;0;80;114;137;0,97004;;;;
770,237;-471,322;0;80;114;137;0,97004;;;;
767,503;-470,042;0;80;114;137;0,97004;;;;
765,622;-469,284;0;80;114;137;0,97004;;;;
759,906;-466,171;0;80;114;137;0,97004;;;;
770,384;-472,995;0;80;114;137;0,97004;;;;
765,947;-470,665;0;80;114;137;0,97004;;;;
758,531;-466,498;0;80;114;137;0,97004;;;;
748,138;-460,491;0;80;114;137;0,97004;;;;
762,865;-469,949;0;80;114;137;0,97004;;;;
763,115;-470,497;0;80;114;137;0,97004;;;;
754,855;-465,793;0;80;114;137;0,97004;;;;
753,83;-465,549;0;80;114;137;0,97004;;;;
758,76;-468,986;0;80;114;137;0,97004;;;;
748,379;-462,956;0;80;114;137;0,97004;;;;
750,757;-464,815;0;80;114;137;0,97004;;;;
758,659;-470,099;0;80;114;137;0,97004;;;;
751,685;-466,166;0;80;114;137;0,97004;;;;
738,341;-458,273;0;80;114;137;0,97004;;;;
754,734;-468,838;0;80;114;137;0,97004;;;;
753,709;-468,592;0;80;114;137;0,97004;;;;
747,167;-464,911;0;80;114;137;0,97004;;;;
747,417;-465,454;0;80;114;137;0,97004;;;;
737,908;-459,915;0;80;114;137;0,97004;;;;
747,069;-466,013;0;80;114;137;0,97004;;;;
747,743;-466,821;0;80;114;137;0,97004;;;;
747,993;-467,365;0;80;114;137;0,97004;;;;
751,634;-470,031;0;80;114;137;0,97004;;;;
739,167;-462,619;0;80;114;137;0,97004;;;;
747,469;-468,203;0;80;114;137;0,97004;;;;
731,196;-458,39;0;80;114;137;0,97004;;;;
747,119;-468,761;0;80;114;137;0,97004;;;;
747,791;-469,572;0;80;114;137;0,97004;;;;
744,652;-467,989;0;80;114;137;0,97004;;;;
742,361;-466,936;0;80;114;137;0,97004;;;;
736,262;-463,484;0;80;114;137;0,97004;;;;
750,473;-472,821;0;80;114;137;0,97004;;;;
741,414;-467,501;0;80;114;137;0,97004;;;;
741,24;-467,778;0;80;114;137;0,97004;;;;
736,837;-465,385;0;80;114;137;0,97004;;;;
744,694;-470,736;0;80;114;137;0,97004;;;;
738,602;-467,271;0;80;114;137;0,97004;;;;
739,695;-468,35;0;80;114;137;0,97004;;;;
752,613;-476,923;0;80;114;137;0,97004;;;;
739,767;-469,17;0;80;114;137;0,97004;;;;
734,948;-466,499;0;80;114;137;0,97004;;;;
750,39;-476,693;0;80;114;137;0,97004;;;;
731,646;-465,17;0;80;114;137;0,97004;;;;
739,909;-470,811;0;80;114;137;0,97004;;;;
725,816;-462,225;0;80;114;137;0,97004;;;;
741,665;-472,708;0;80;114;137;0,97004;;;;
731,372;-466,531;0;80;114;137;0,97004;;;;
729,09;-465,459;0;80;114;137;0,97004;;;;
736,922;-470,846;0;80;114;137;0,97004;;;;
730,427;-467,081;0;80;114;137;0,97004;;;;
726,884;-465,198;0;80;114;137;0,97004;;;;
745,236;-477,335;0;80;114;137;0,97004;;;;
733,271;-470,058;0;80;114;137;0,97004;;;;
737,725;-473,302;0;80;114;137;0,97004;;;;
735,444;-472,227;0;80;114;137;0,97004;;;;
726,014;-466,554;0;80;114;137;0,97004;;;;
727,101;-467,637;0;80;114;137;0,97004;;;;
734,915;-473,05;0;80;114;137;0,97004;;;;
737,26;-474,949;0;80;114;137;0,97004;;;;
724,475;-467,097;0;80;114;137;0,97004;;;;
733,964;-473,602;0;80;114;137;0,97004;;;;
717,406;-463,298;0;80;114;137;0,97004;;;;
723,952;-467,908;0;80;114;137;0,97004;;;;
717,899;-464,377;0;80;114;137;0,97004;;;;
721,503;-467,09;0;80;114;137;0,97004;;;;
726,364;-470,622;0;80;114;137;0,97004;;;;
724,091;-469,533;0;80;114;137;0,97004;;;;
714,688;-463,815;0;80;114;137;0,97004;;;;
718,289;-466,533;0;80;114;137;0,97004;;;;
723,564;-470,344;0;80;114;137;0,97004;;;;
731,771;-476,068;0;80;114;137;0,97004;;;;
715,671;-465,974;0;80;114;137;0,97004;;;;
717,591;-467,606;0;80;114;137;0,97004;;;;
711,972;-464,323;0;80;114;137;0,97004;;;;
724,359;-472,788;0;80;114;137;0,97004;;;;
718,322;-469,23;0;80;114;137;0,97004;;;;
722,751;-472,508;0;80;114;137;0,97004;;;;
704,165;-460,733;0;80;114;137;0,97004;;;;
722,816;-473,322;0;80;114;137;0,97004;;;;
730,166;-478,525;0;80;114;137;0,97004;;;;
712,01;-467,006;0;80;114;137;0,97004;;;;
710,163;-466,174;0;80;114;137;0,97004;;;;
719,183;-472,479;0;80;114;137;0,97004;;;;
714,41;-469,726;0;80;114;137;0,97004;;;;
719,665;-473,566;0;80;114;137;0,97004;;;;
725,752;-477,96;0;80;114;137;0,97004;;;;
715,971;-471,902;0;80;114;137;0,97004;;;;
717,047;-472,996;0;80;114;137;0,97004;;;;
715,618;-472,437;0;80;114;137;0,97004;;;;
708,35;-468,019;0;80;114;137;0,97004;;;;
711,095;-470,214;0;80;114;137;0,97004;;;;
714,672;-472,963;0;80;114;137;0,97004;;;;
719,08;-476,267;0;80;114;137;0,97004;;;;
707,65;-469,076;0;80;114;137;0,97004;;;;
717,891;-476,251;0;80;114;137;0,97004;;;;
718,963;-477,349;0;80;114;137;0,97004;;;;
710,039;-471,806;0;80;114;137;0,97004;;;;
704,867;-468,749;0;80;114;137;0,97004;;;;
715,93;-476,492;0;80;114;137;0,97004;;;;
706,181;-470,384;0;80;114;137;0,97004;;;;
716,822;-477,858;0;80;114;137;0,97004;;;;
718,723;-479,514;0;80;114;137;0,97004;;;;
712,722;-475,895;0;80;114;137;0,97004;;;;
713,792;-476,994;0;80;114;137;0,97004;;;;
705,301;-471,702;0;80;114;137;0,97004;;;;
709,28;-474,746;0;80;114;137;0,97004;;;;
717,826;-480,855;0;80;114;137;0,97004;;;;
708,925;-475,276;0;80;114;137;0,97004;;;;
712,9;-478,327;0;80;114;137;0,97004;;;;
713,136;-478,872;0;80;114;137;0,97004;;;;
710,882;-477,743;0;80;114;137;0,97004;;;;
715,267;-481,078;0;80;114;137;0,97004;;;;
715,088;-481,346;0;80;114;137;0,97004;;;;
716,152;-482,451;0;80;114;137;0,97004;;;;
715,143;-482,159;0;80;114;137;0,97004;;;;
702,528;-474,036;0;80;114;137;0,97004;;;;
715,611;-483,253;0;80;114;137;0,97004;;;;
705,488;-476,801;0;80;114;137;0,97004;;;;
713,593;-482,667;0;80;114;137;0,97004;;;;
717,139;-485,456;0;80;114;137;0,97004;;;;
705,367;-477,871;0;80;114;137;0,97004;;;;
697,74;-473,084;0;80;114;137;0,97004;;;;
712,044;-483,171;0;80;114;137;0,97004;;;;
716;-486,246;0;80;114;137;0,97004;;;;
705,066;-479,206;0;80;114;137;0,97004;;;;
708,608;-482;0;80;114;137;0,97004;;;;
707,188;-481,42;0;80;114;137;0,97004;;;;
709,487;-483,374;0;80;114;137;0,97004;;;;
709,307;-483,639;0;80;114;137;0,97004;;;;
704,996;-481,085;0;80;114;137;0,97004;;;;
712,661;-486,706;0;80;114;137;0,97004;;;;
707,939;-483,869;0;80;114;137;0,97004;;;;
723,44;-494,86;0;80;114;137;0,97004;;;;
707,165;-484,115;0;80;114;137;0,97004;;;;
703,684;-482,118;0;80;114;137;0,97004;;;;
704,328;-482,947;0;80;114;137;0,97004;;;;
702,911;-482,361;0;80;114;137;0,97004;;;;
714,271;-490,549;0;80;114;137;0,97004;;;;
712,44;-489,683;0;80;114;137;0,97004;;;;
712,669;-490,232;0;80;114;137;0,97004;;;;
724,017;-498,437;0;80;114;137;0,97004;;;;
709,42;-488,779;0;80;114;137;0,97004;;;;
715,824;-493,585;0;80;114;137;0,97004;;;;
702,059;-484,481;0;80;114;137;0,97004;;;;
719,981;-497,245;0;80;114;137;0,97004;;;;
715,682;-494,671;0;80;114;137;0,97004;;;;
712,618;-492,947;0;80;114;137;0,97004;;;;
723,123;-500,613;0;80;114;137;0,97004;;;;
712,25;-493,48;0;80;114;137;0,97004;;;;
712,887;-494,315;0;80;114;137;0,97004;;;;
715,578;-496,577;0;80;114;137;0,97004;;;;
701,84;-487,432;0;80;114;137;0,97004;;;;
714,386;-496,541;0;80;114;137;0,97004;;;;
710,096;-493,952;0;80;114;137;0,97004;;;;
708,27;-493,075;0;80;114;137;0,97004;;;;
712,188;-496,198;0;80;114;137;0,97004;;;;
709,952;-495,034;0;80;114;137;0,97004;;;;
717,968;-501,021;0;80;114;137;0,97004;;;;
699,334;-488,407;0;80;114;137;0,97004;;;;
713,495;-498,693;0;80;114;137;0,97004;;;;
710,441;-496,954;0;80;114;137;0,97004;;;;
718,038;-502,667;0;80;114;137;0,97004;;;;
705,565;-494,328;0;80;114;137;0,97004;;;;
708,246;-496,601;0;80;114;137;0,97004;;;;
717,883;-503,759;0;80;114;137;0,97004;;;;
715,649;-502,59;0;80;114;137;0,97004;;;;
710,962;-499,694;0;80;114;137;0,97004;;;;
704,232;-495,357;0;80;114;137;0,97004;;;;
712,632;-501,664;0;80;114;137;0,97004;;;;
716,532;-504,81;0;80;114;137;0,97004;;;;
716,344;-505,078;0;80;114;137;0,97004;;;;
707,985;-499,58;0;80;114;137;0,97004;;;;
703,305;-496,672;0;80;114;137;0,97004;;;;
717,411;-507,035;0;80;114;137;0,97004;;;;
713,956;-504,993;0;80;114;137;0,97004;;;;
715,399;-506,415;0;80;114;137;0,97004;;;;
711,538;-504,081;0;80;114;137;0,97004;;;;
713,389;-505,792;0;80;114;137;0,97004;;;;
709,938;-503,744;0;80;114;137;0,97004;;;;
710,973;-504,878;0;80;114;137;0,97004;;;;
707,524;-502,826;0;80;114;137;0,97004;;;;
703,669;-500,482;0;80;114;137;0,97004;;;;
715,295;-509,153;0;80;114;137;0,97004;;;;
703,702;-501,298;0;80;114;137;0,97004;;;;
716,136;-510,558;0;80;114;137;0,97004;;;;
719,608;-513,439;0;80;114;137;0,97004;;;;
710,464;-507,316;0;80;114;137;0,97004;;;;
720,038;-514,558;0;80;114;137;0,97004;;;;
707,238;-505,81;0;80;114;137;0,97004;;;;
711,928;-509,567;0;80;114;137;0,97004;;;;
711,738;-509,833;0;80;114;137;0,97004;;;;
711,141;-509,807;0;80;114;137;0,97004;;;;
701,201;-503,077;0;80;114;137;0,97004;;;;
705,074;-506,255;0;80;114;137;0,97004;;;;
712,194;-511,771;0;80;114;137;0,97004;;;;
713,626;-513,204;0;80;114;137;0,97004;;;;
706,536;-508,505;0;80;114;137;0,97004;;;;
707,968;-509,938;0;80;114;137;0,97004;;;;
711,834;-513,126;0;80;114;137;0,97004;;;;
712,453;-513,977;0;80;114;137;0,97004;;;;
709,423;-512,195;0;80;114;137;0,97004;;;;
712,88;-515,095;0;80;114;137;0,97004;;;;
709,041;-512,724;0;80;114;137;0,97004;;;;
715,735;-517,973;0;80;114;137;0,97004;;;;
709,872;-514,134;0;80;114;137;0,97004;;;;
715,348;-518,507;0;80;114;137;0,97004;;;;
725,677;-526,408;0;80;114;137;0,97004;;;;
712,128;-516,985;0;80;114;137;0,97004;;;;
714,362;-519,014;0;80;114;137;0,97004;;;;
712,464;-518,224;0;80;114;137;0,97004;;;;
713,079;-519,079;0;80;114;137;0,97004;;;;
718,138;-523,173;0;80;114;137;0,97004;;;;
711,479;-518,728;0;80;114;137;0,97004;;;;
712,9;-520,172;0;80;114;137;0,97004;;;;
717,552;-523,977;0;80;114;137;0,97004;;;;
709,282;-518,345;0;80;114;137;0,97004;;;;
707,878;-517,724;0;80;114;137;0,97004;;;;
706,877;-517,398;0;80;114;137;0,97004;;;;
719,592;-527,117;0;80;114;137;0,97004;;;;
715,362;-524,429;0;80;114;137;0,97004;;;;
710,732;-521,443;0;80;114;137;0,97004;;;;
700,461;-514,31;0;80;114;137;0,97004;;;;
715,983;-526,119;0;80;114;137;0,97004;;;;
712,161;-523,72;0;80;114;137;0,97004;;;;
710,355;-522,801;0;80;114;137;0,97004;;;;
720,224;-530,479;0;80;114;137;0,97004;;;;
719,623;-530,451;0;80;114;137;0,97004;;;;
708,159;-522,409;0;80;114;137;0,97004;;;;
717,215;-529,504;0;80;114;137;0,97004;;;;
709,779;-524,423;0;80;114;137;0,97004;;;;
710,387;-525,283;0;80;114;137;0,97004;;;;
706,574;-522,871;0;80;114;137;0,97004;;;;
721,647;-534,443;0;80;114;137;0,97004;;;;
711,807;-527,567;0;80;114;137;0,97004;;;;
718,437;-532,897;0;80;114;137;0,97004;;;;
710,609;-527,503;0;80;114;137;0,97004;;;;
718,44;-533,732;0;80;114;137;0,97004;;;;
711,018;-528,63;0;80;114;137;0,97004;;;;
713,227;-530,686;0;80;114;137;0,97004;;;;
714,232;-531,849;0;80;114;137;0,97004;;;;
723,655;-539,286;0;80;114;137;0,97004;;;;
711,029;-530,29;0;80;114;137;0,97004;;;;
710,43;-530,256;0;80;114;137;0,97004;;;;
709,03;-529,624;0;80;114;137;0,97004;;;;
713,237;-533,182;0;80;114;137;0,97004;;;;
709,435;-530,752;0;80;114;137;0,97004;;;;
720,043;-539,108;0;80;114;137;0,97004;;;;
711,839;-533,381;0;80;114;137;0,97004;;;;
710,84;-533,047;0;80;114;137;0,97004;;;;
720,239;-540,515;0;80;114;137;0,97004;;;;
711,641;-534,478;0;80;114;137;0,97004;;;;
715,438;-537,748;0;80;114;137;0,97004;;;;
710,442;-534,409;0;80;114;137;0,97004;;;;
710,642;-534,975;0;80;114;137;0,97004;;;;
715,235;-538,85;0;80;114;137;0,97004;;;;
715,432;-539,419;0;80;114;137;0,97004;;;;
713,235;-538,18;0;80;114;137;0,97004;;;;
717,423;-541,761;0;80;114;137;0,97004;;;;
716,822;-541,727;0;80;114;137;0,97004;;;;
723,399;-547,122;0;80;114;137;0,97004;;;;
709,64;-537,133;0;80;114;137;0,97004;;;;
715,019;-541,624;0;80;114;137;0,97004;;;;
718,403;-544,61;0;80;114;137;0,97004;;;;
704,656;-534,603;0;80;114;137;0,97004;;;;
721,181;-547,565;0;80;114;137;0,97004;;;;
711,82;-540,877;0;80;114;137;0,97004;;;;
710,026;-539,932;0;80;114;137;0,97004;;;;
709,427;-539,895;0;80;114;137;0,97004;;;;
719,965;-548,339;0;80;114;137;0,97004;;;;
711,011;-541,94;0;80;114;137;0,97004;;;;
703,653;-536,747;0;80;114;137;0,97004;;;;
728,491;-556,124;0;80;114;137;0,97004;;;;
708,02;-540,915;0;80;114;137;0,97004;;;;
711,79;-544,216;0;80;114;137;0,97004;;;;
706,821;-540,836;0;80;114;137;0,97004;;;;
713,765;-546,572;0;80;114;137;0,97004;;;;
707,211;-541,972;0;80;114;137;0,97004;;;;
716,134;-549,235;0;80;114;137;0,97004;;;;
719,102;-551,938;0;80;114;137;0,97004;;;;
708,586;-544,287;0;80;114;137;0,97004;;;;
722,257;-555,217;0;80;114;137;0,97004;;;;
714,916;-549,999;0;80;114;137;0,97004;;;;
726,596;-559,417;0;80;114;137;0,97004;;;;
710,94;-547,786;0;80;114;137;0,97004;;;;
714,299;-550,8;0;80;114;137;0,97004;;;;
704,593;-543,735;0;80;114;137;0,97004;;;;
711,118;-549,194;0;80;114;137;0,97004;;;;
707,748;-547,013;0;80;114;137;0,97004;;;;
715,849;-553,702;0;80;114;137;0,97004;;;;
709,316;-549,072;0;80;114;137;0,97004;;;;
720,178;-557,911;0;80;114;137;0,97004;;;;
717,599;-556,342;0;80;114;137;0,97004;;;;
719,366;-558,142;0;80;114;137;0,97004;;;;
714,418;-554,731;0;80;114;137;0,97004;;;;
719,738;-559,293;0;80;114;137;0,97004;;;;
709,267;-551,581;0;80;114;137;0,97004;;;;
711,823;-553,996;0;80;114;137;0,97004;;;;
718,717;-559,792;0;80;114;137;0,97004;;;;
717,325;-559,138;0;80;114;137;0,97004;;;;
708,443;-552,64;0;80;114;137;0,97004;;;;
711,389;-555,366;0;80;114;137;0,97004;;;;
712,364;-556,555;0;80;114;137;0,97004;;;;
715,307;-559,285;0;80;114;137;0,97004;;;;
705,647;-552,157;0;80;114;137;0,97004;;;;
713,708;-558,895;0;80;114;137;0,97004;;;;
708,777;-555,46;0;80;114;137;0,97004;;;;
713,684;-559,736;0;80;114;137;0,97004;;;;
719,374;-564,633;0;80;114;137;0,97004;;;;
717,197;-563,358;0;80;114;137;0,97004;;;;
717,773;-564,244;0;80;114;137;0,97004;;;;
713,24;-561,111;0;80;114;137;0,97004;;;;
716,173;-563,852;0;80;114;137;0,97004;;;;
711,249;-560,406;0;80;114;137;0,97004;;;;
723,996;-570,888;0;80;114;137;0,97004;;;;
703,373;-555,052;0;80;114;137;0,97004;;;;
711,798;-562,132;0;80;114;137;0,97004;;;;
718,649;-567,979;0;80;114;137;0,97004;;;;
713,339;-564,215;0;80;114;137;0,97004;;;;
723,713;-572,86;0;80;114;137;0,97004;;;;
707,038;-560,09;0;80;114;137;0,97004;;;;
726,42;-575,885;0;80;114;137;0,97004;;;;
712,887;-565,59;0;80;114;137;
