X Y Z RGB-R RGB-G RGB-B
715.578 -496.577 0 80 114 137
701.84 -487.432 0 80 114 137
714.386 -496.541 0 80 114 137
710.096 -493.952 0 80 114 137
708.27 -493.075 0 80 114 137
712.188 -496.198 0 80 114 137
709.952 -495.034 0 80 114 137
717.968 -501.021 0 80 114 137
699.334 -488.407 0 80 114 137
713.495 -498.693 0 80 114 137
710.441 -496.954 0 80 114 137
718.038 -502.667 0 80 114 137
705.565 -494.328 0 80 114 137
708.246 -496.601 0 80 114 137
717.883 -503.759 0 80 114 137
715.649 -502.59 0 80 114 137
710.962 -499.694 0 80 114 137
704.232 -495.357 0 80 114 137
712.632 -501.664 0 80 114 137
716.532 -504.81 0 80 114 137
716.344 -505.078 0 80 114 137
707.985 -499.58 0 80 114 137
703.305 -496.672 0 80 114 137
717.411 -507.035 0 80 114 137
713.956 -504.993 0 80 114 137
715.399 -506.415 0 80 114 137
711.538 -504.081 0 80 114 137
713.389 -505.792 0 80 114 137
709.938 -503.744 0 80 114 137
710.973 -504.878 0 80 114 137
707.524 -502.826 0 80 114 137
703.669 -500.482 0 80 114 137
715.295 -509.153 0 80 114 137
703.702 -501.298 0 80 114 137
716.136 -510.558 0 80 114 137
719.608 -513.439 0 80 114 137
710.464 -507.316 0 80 114 137
720.038 -514.558 0 80 114 137
707.238 -505.81 0 80 114 137
711.928 -509.567 0 80 114 137
711.738 -509.833 0 80 114 137
711.141 -509.807 0 80 114 137
701.201 -503.077 0 80 114 137
705.074 -506.255 0 80 114 137
712.194 -511.771 0 80 114 137
713.626 -513.204 0 80 114 137
706.536 -508.505 0 80 114 137
707.968 -509.938 0 80 114 137
711.834 -513.126 0 80 114 137
712.453 -513.977 0 80 114 137
709.423 -512.195 0 80 114 137
712.88 -515.095 0 80 114 137
709.041 -512.724 0 80 114 137
715.735 -517.973 0 80 114 137
709.872 -514.134 0 80 114 137
715.348 -518.507 0 80 114 137
725.677 -526.408 0 80 114 137
712.128 -516.985 0 80 114 137
714.362 -519.014 0 80 114 137
712.464 -518.224 0 80 114 137
713.079 -519.079 0 80 114 137
718.138 -523.173 0 80 114 137
711.479 -518.728 0 80 114 137
712.9 -520.172 0 80 114 137
717.552 -523.977 0 80 114 137
709.282 -518.345 0 80 114 137
707.878 -517.724 0 80 114 137
706.877 -517.398 0 80 114 137
719.592 -527.117 0 80 114 137
715.362 -524.429 0 80 114 137
710.732 -521.443 0 80 114 137
700.461 -514.31 0 80 114 137
715.983 -526.119 0 80 114 137
712.161 -523.72 0 80 114 137
710.355 -522.801 0 80 114 137
720.224 -530.479 0 80 114 137
719.623 -530.451 0 80 114 137
708.159 -522.409 0 80 114 137
717.215 -529.504 0 80 114 137
709.779 -524.423 0 80 114 137
710.387 -525.283 0 80 114 137
706.574 -522.871 0 80 114 137
721.647 -534.443 0 80 114 137
711.807 -527.567 0 80 114 137
718.437 -532.897 0 80 114 137
710.609 -527.503 0 80 114 137
718.44 -533.732 0 80 114 137
711.018 -528.63 0 80 114 137
713.227 -530.686 0 80 114 137
714.232 -531.849 0 80 114 137
723.655 -539.286 0 80 114 137
711.029 -530.29 0 80 114 137
710.43 -530.256 0 80 114 137
709.03 -529.624 0 80 114 137
713.237 -533.182 0 80 114 137
709.435 -530.752 0 80 114 137
720.043 -539.108 0 80 114 137
711.839 -533.381 0 80 114 137
710.84 -533.047 0 80 114 137
720.239 -540.515 0 80 114 137
711.641 -534.478 0 80 114 137
715.438 -537.748 0 80 114 137
710.442 -534.409 0 80 114 137
710.642 -534.975 0 80 114 137
715.235 -538.85 0 80 114 137
715.432 -539.419 0 80 114 137
713.235 -538.18 0 80 114 137
717.423 -541.761 0 80 114 137
716.822 -541.727 0 80 114 137
723.399 -547.122 0 80 114 137
709.64 -537.133 0 80 114 137
715.019 -541.624 0 80 114 137
718.403 -544.61 0 80 114 137
704.656 -534.603 0 80 114 137
721.181 -547.565 0 80 114 137
711.82 -540.877 0 80 114 137
710.026 -539.932 0 80 114 137
709.427 -539.895 0 80 114 137
719.965 -548.339 0 80 114 137
711.011 -541.94 0 80 114 137
703.653 -536.747 0 80 114 137
728.491 -556.124 0 80 114 137
708.02 -540.915 0 80 114 137
711.79 -544.216 0 80 114 137
706.821 -540.836 0 80 114 137
713.765 -546.572 0 80 114 137
707.211 -541.972 0 80 114 137
716.134 -549.235 0 80 114 137
719.102 -551.938 0 80 114 137
708.586 -544.287 0 80 114 137
722.257 -555.217 0 80 114 137
714.916 -549.999 0 80 114 137
726.596 -559.417 0 80 114 137
710.94 -547.786 0 80 114 137
714.299 -550.8 0 80 114 137
704.593 -543.735 0 80 114 137
711.118 -549.194 0 80 114 137
707.748 -547.013 0 80 114 137
715.849 -553.702 0 80 114 137
709.316 -549.072 0 80 114 137
720.178 -557.911 0 80 114 137
717.599 -556.342 0 80 114 137
719.366 -558.142 0 80 114 137
714.418 -554.731 0 80 114 137
719.738 -559.293 0 80 114 137
709.267 -551.581 0 80 114 137
711.823 -553.996 0 80 114 137
718.717 -559.792 0 80 114 137
717.325 -559.138 0 80 114 137
708.443 -552.64 0 80 114 137
711.389 -555.366 0 80 114 137
712.364 -556.555 0 80 114 137
715.307 -559.285 0 80 114 137
705.647 -552.157 0 80 114 137
713.708 -558.895 0 80 114 137
708.777 -555.46 0 80 114 137
713.684 -559.736 0 80 114 137
719.374 -564.633 0 80 114 137
717.197 -563.358 0 80 114 137
717.773 -564.244 0 80 114 137
713.24 -561.111 0 80 114 137
716.173 -563.852 0 80 114 137
711.249 -560.406 0 80 114 137
723.996 -570.888 0 80 114 137
703.373 -555.052 0 80 114 137
711.798 -562.132 0 80 114 137
718.649 -567.979 0 80 114 137
713.339 -564.215 0 80 114 137
723.713 -572.86 0 80 114 137
707.038 -560.09 0 80 114 137
726.42 -575.885 0 80 114 137
712.887 -565.59 0 80 114 137
716.983 -569.277 0 80 114 137
708.158 -562.701 0 80 114 137
714.992 -568.567 0 80 114 137
715.171 -569.146 0 80 114 137
714.567 -569.101 0 80 114 137
707.316 -563.759 0 80 114 137
708.669 -565.27 0 80 114 137
719.4 -574.269 0 80 114 137
712.153 -568.92 0 80 114 137
710.769 -568.249 0 80 114 137
722.269 -577.886 0 80 114 137
718.931 -575.655 0 80 114 137
725.739 -581.552 0 80 114 137
713.82 -572.438 0 80 114 137
711.267 -570.827 0 80 114 137
716.901 -575.789 0 80 114 137
722.921 -581.069 0 80 114 137
714.523 -574.758 0 80 114 137
720.15 -579.728 0 80 114 137
716.04 -576.86 0 80 114 137
717.381 -578.383 0 80 114 137
718.722 -579.906 0 80 114 137
709.947 -573.264 0 80 114 137
725.677 -586.414 0 80 114 137
727.791 -588.571 0 80 114 137
716.689 -580.036 0 80 114 137
726.962 -588.8 0 80 114 137
708.487 -574.274 0 80 114 137
710.99 -576.744 0 80 114 137
718.539 -583.312 0 80 114 137
718.321 -583.58 0 80 114 137
713.447 -580.063 0 80 114 137
714.394 -581.276 0 80 114 137
711.463 -579.333 0 80 114 137
723.65 -589.706 0 80 114 137
709.48 -578.601 0 80 114 137
722.047 -589.298 0 80 114 137
717.567 -586.089 0 80 114 137
710.38 -580.661 0 80 114 137
712.098 -582.509 0 80 114 137
714.588 -584.992 0 80 114 137
716.304 -586.843 0 80 114 137
718.791 -589.33 0 80 114 137
709.681 -582.304 0 80 114 137
719.123 -590.501 0 80 114 137
724.697 -595.532 0 80 114 137
708.255 -582.463 0 80 114 137
728.885 -599.886 0 80 114 137
716.697 -590.303 0 80 114 137
712.618 -587.391 0 80 114 137
708.541 -584.475 0 80 114 137
719.119 -593.653 0 80 114 137
717.741 -592.966 0 80 114 137
717.905 -593.552 0 80 114 137
720.38 -596.052 0 80 114 137
716.691 -593.451 0 80 114 137
718.395 -595.314 0 80 114 137
706.626 -586.007 0 80 114 137
713.717 -592.338 0 80 114 137
709.265 -589.09 0 80 114 137
717.504 -596.386 0 80 114 137
712.284 -592.497 0 80 114 137
705.53 -587.325 0 80 114 137
724.903 -603.911 0 80 114 137
715.844 -596.817 0 80 114 137
714.854 -596.444 0 80 114 137
715.015 -597.031 0 80 114 137
711.338 -594.413 0 80 114 137
710.733 -594.358 0 80 114 137
713.578 -597.19 0 80 114 137
719.488 -602.593 0 80 114 137
720.03 -603.504 0 80 114 137
711.759 -597.025 0 80 114 137
725.323 -608.864 0 80 114 137
714.376 -600.13 0 80 114 137
726.399 -610.693 0 80 114 137
718.136 -604.204 0 80 114 137
717.528 -604.15 0 80 114 137
726.096 -611.829 0 80 114 137
717.459 -605.009 0 80 114 137
714.94 -603.342 0 80 114 137
721.208 -609.093 0 80 114 137
723.654 -611.622 0 80 114 137
715.79 -605.434 0 80 114 137
721.67 -610.87 0 80 114 137
722.968 -612.432 0 80 114 137
720.832 -611.086 0 80 114 137
718.317 -609.414 0 80 114 137
722.663 -613.565 0 80 114 137
716.337 -608.655 0 80 114 137
718.776 -611.19 0 80 114 137
722.356 -614.699 0 80 114 137
719.081 -612.375 0 80 114 137
726.082 -618.806 0 80 114 137
715.199 -609.992 0 80 114 137
719.915 -614.479 0 80 114 137
721.967 -616.696 0 80 114 137
722.646 -618.211 0 80 114 137
717.857 -614.578 0 80 114 137
720.285 -617.124 0 80 114 137
718.916 -616.416 0 80 114 137
722.101 -619.615 0 80 114 137
722.249 -620.21 0 80 114 137
720.121 -618.851 0 80 114 137
