X Y Zeitstempel
-1681.52 1081.55 8162.8
-1673.42 1081.08 8162.8
-1664.02 1079.72 8162.8
-1656.1 1079.29 8162.8
-1649.66 1079.78 8162.8
-1641.65 1079.23 8162.8
-1638.34 1081.75 8162.8
-1631.34 1081.8 8162.8
-1625.31 1082.29 8162.8
-1619.87 1083.34 8162.8
-1615.32 1084.97 8162.8
-1606 1083.37 8162.8
-1600.52 1084.33 8162.8
-1592.98 1083.87 8162.8
-1585.5 1083.42 8162.8
-1585.14 1087.82 8162.8
-1573.85 1084.7 8162.8
-1568.6 1085.71 8162.8
-1559.6 1084.1 8162.8
-1555.8 1086.06 8162.8
-1550.25 1086.8 8162.8
-1545.42 1088.02 8162.8
-1543.24 1091.1 8162.8
-1534.38 1089.44 8162.8
-1526.1 1088.15 8162.8
-1519.09 1087.74 8162.8
-1515.3 1089.6 8162.8
-1508.91 1089.59 8162.8
-1504.76 1091.17 8162.8
-1497.48 1090.46 8162.8
-1496.96 1094.66 8162.8
-1486.91 1091.88 8162.8
-1481.81 1092.69 8162.8
-1477.77 1094.27 8162.8
-1471.82 1094.42 8162.8
-1462.72 1092.2 8162.8
-1457.99 1093.21 8162.8
-1449.51 1091.38 8162.8
-1444.49 1092.12 8162.8
-1440.91 1093.94 8162.8
-1435.94 1094.7 8162.8
-1431.02 1095.47 8162.8
-1424.32 1094.86 8162.8
-1418.03 1094.53 8162.8
-1413.52 1095.56 8162.8
-1405.26 1093.66 8162.8
-1404.06 1097.24 8162.8
-1397.88 1096.91 8162.8
-1395.74 1099.74 8162.8
-1386.28 1096.78 8162.8
-1384.38 1099.59 8162.8
-1376.9 1098.14 8162.8
-1372.9 1099.44 8162.8
-1368.61 1100.5 8162.8
-1361.65 1099.38 8162.8
-1351.68 1095.8 8162.8
-1349.25 1098.3 8162.8
-1347.87 1101.66 8162.8
-1341.61 1101.02 8162.8
-1336.28 1101.12 8162.8
-1329.45 1099.96 8162.8
-1327.06 1102.45 8162.8
-1320.15 1101.17 8162.8
-1315.84 1102.04 8162.8
-1309.1 1100.85 8162.8
-1305.51 1102.29 8162.8
-1300.45 1102.47 8162.8
-1299.29 1105.95 8162.8
-1291.19 1103.51 8162.8
-1286.8 1104.21 8162.8
-1281.28 1103.93 8162.8
-1277.09 1104.76 8162.8
-1271.34 1104.24 8162.8
-1265.51 1103.61 8162.8
-1262.08 1105.06 8162.8
-1257.94 1105.89 8162.8
-1252.03 1105.13 8162.8
-1248.98 1106.88 8162.8
-1243.55 1106.51 8162.8
-1240.26 1108.03 8162.8
-1234.05 1106.92 8162.8
-1229.05 1106.87 8162.8
-1224.61 1107.31 8162.8
-1220.36 1107.9 8162.8
-1216.9 1109.2 8162.8
-1210.67 1107.96 8162.8
-1207.63 1109.61 8162.8
-1202.74 1109.56 8162.8
-1196.72 1108.44 8162.8
-1195.01 1111.29 8162.8
-1185.02 1106.43 8162.8
-1182.86 1108.83 8162.8
-1178.5 1108.99 8162.8
-1175.1 1110.23 8162.8
-1171.12 1110.9 8162.8
-1164.14 1108.71 8162.8
-1161.57 1110.68 8162.8
-1158.04 1111.74 8162.8
-1156 1114.23 8162.8
-1149.32 1112.23 8162.8
-1146.79 1114.22 8162.8
-1139.64 1111.7 8162.8
-1137.06 1113.63 8162.8
-1130.87 1112 8162.8
-1129.71 1115.31 8162.8
-1126.33 1116.42 8162.8
-1121.08 1115.66 8162.8
-1118.32 1117.37 8162.8
-1110.27 1113.76 8162.8
-1109.36 1117.3 8162.8
-1105.24 1117.61 8162.8
-1096.65 1113.35 8162.8
-1095.3 1116.43 8162.8
-1089.57 1115.04 8162.8
-1088.74 1118.65 8162.8
-1081.28 1115.43 8162.8
-1079.18 1117.73 8162.8
-1077.08 1120.01 8162.8
-1071.99 1119.18 8162.8
-1068.84 1120.37 8162.8
-1062.82 1118.52 8162.8
-1059.08 1119.05 8162.8
-1051.35 1115.34 8162.8
-1049.12 1117.44 8162.8
-1045.35 1117.88 8162.8
-1041.5 1118.23 8162.8
-1039.22 1120.26 8162.8
-1036.31 1121.6 8162.8
-1028.77 1117.92 8162.8
-1023.75 1116.93 8162.8
-1024.39 1122.11 8162.8
-1021.43 1123.37 8162.8
-1014.19 1119.89 8162.8
-1011.37 1121.27 8162.8
-1007.8 1121.62 8162.8
-1005.06 1123.07 8162.8
-999.986 1121.9 8162.8
-992.143 1117.59 8162.8
-993.883 1124.06 8162.8
-989.159 1123.23 8162.8
-984.936 1122.94 8162.8
-977.881 1119.4 8162.8
-973.921 1119.37 8162.8
-971.889 1121.55 8162.8
-965.768 1118.99 8162.8
-964.347 1121.87 8162.8
-961.089 1122.6 8162.8
-958.237 1123.81 8162.8
-952.876 1122.05 8162.8
-951.279 1124.71 8162.8
-944.24 1120.92 8162.8
-946.419 1128.07 8162.8
-936.551 1120.85 8162.8
-935.55 1124.2 8162.8
-931.509 1123.9 8162.8
-927.671 1123.83 8162.8
-925.942 1126.31 8162.8
-922.701 1126.95 8162.8
-921.239 1129.76 8162.8
-912.638 1123.78 8162.8
-907.091 1121.52 8162.8
-909.241 1128.78 8162.8
-904.052 1126.94 8162.8
-897.509 1123.37 8162.8
-898.105 1128.73 8162.8
-895.151 1129.64 8162.8
-890.028 1127.79 8162.8
-886.732 1128.24 8162.8
-884.786 1130.4 8162.8
-878.415 1126.89 8162.8
-875.934 1128.35 8162.8
-874.291 1130.89 8162.8
-868.256 1127.73 8162.8
-869.616 1134.17 8162.8
-861.925 1128.8 8162.8
-858.837 1129.43 8162.8
-856.072 1130.27 8162.8
-854.227 1132.53 8162.8
-847.985 1128.93 8162.8
-846.104 1131.12 8162.8
-842.425 1130.91 8162.8
-838.266 1130.03 8162.8
-837.42 1133.61 8162.8
-833.747 1133.36 8162.8
-830.005 1133.01 8162.8
-826.636 1133.15 8162.8
-823.968 1134.24 8162.8
-817.196 1129.66 8162.8
-814.61 1130.83 8162.8
-811.148 1130.78 8162.8
-806.963 1129.7 8162.8
-804.67 1131.26 8162.8
-802.699 1133.27 8162.8
-798.957 1132.78 8162.8
-795.832 1133.14 8162.8
-790.666 1130.58 8162.8
-788.05 1131.64 8162.8
-785.932 1133.42 8162.8
-783.951 1135.4 8162.8
-779.629 1133.97 8162.8
-778.034 1136.51 8162.8
-773.651 1134.96 8162.8
-771.594 1136.81 8162.8
-767.048 1134.99 8162.8
-764.361 1135.89 8162.8
-759.344 1133.32 8162.8
-759.646 1138.68 8162.8
-753.982 1135.09 8162.8
-751.817 1136.75 8162.8
-746.418 1133.5 8162.8
-743.502 1133.99 8162.8
-741.783 1136.31 8162.8
-738.559 1136.32 8162.8
-734.795 1135.49 8162.8
-733 1137.69 8162.8
-730.052 1138.1 8162.8
-728.014 1139.92 8162.8
-722.785 1136.73 8162.8
-718.871 1135.37 8162.8
-717.969 1138.97 8162.8
-716.425 1141.56 8162.8
-713.448 1141.88 8162.8
-708.328 1138.74 8162.8
-704.671 1137.92 8162.8
-701.085 1137.19 8162.8
-698.748 1138.48 8162.8
-698.135 1142.6 8162.8
-695.69 1143.72 8162.8
-690.297 1139.98 8162.8
-685.406 1137.02 8162.8
-685.74 1142.72 8162.8
-679.61 1137.65 8162.8
-678.807 1141.48 8162.8
-677.768 1144.93 8162.8
-671.102 1138.85 8162.8
-668.764 1140.08 8162.8
-667.368 1142.92 8162.8
-663.954 1142.31 8162.8
-662.674 1145.36 8162.8
-656.019 1139.1 8162.8
-654.986 1142.58 8162.8
-653.633 1145.51 8162.8
-649.215 1143.06 8162.8
-647.208 1144.85 8162.8
-645.963 1147.99 8162.8
-643.517 1149 8162.8
-638.087 1144.66 8162.8
-635.224 1144.9 8162.8
-633.269 1146.77 8162.8
-629.352 1145.07 8162.8
-625.865 1144.13 8162.8
-625.612 1149.11 8162.8
-622.244 1148.38 8162.8
-619.179 1148.19 8162.8
-614.609 1145.18 8162.8
-616.296 1153.85 8162.8
-614.549 1156.13 8162.8
-608.849 1150.94 8162.8
-606.113 1151.33 8162.8
-602.218 1149.49 8162.8
-601.463 1153.41 8162.8
-599.101 1154.5 8162.8
-596.021 1154.19 8162.8
-591.287 1150.66 8162.8
-590.752 1155.28 8162.8
-587.651 1154.9 8162.8
-586.473 1158.3 8162.8
-582.978 1157.13 8162.8
-578.93 1154.82 8162.8
-576.065 1154.86 8162.8
-575.481 1159.48 8162.8
-573.441 1161.19 8162.8
-567.153 1154.25 8162.8
-567.29 1160.38 8162.8
-565.929 1163.48 8162.8
-563.795 1165 8162.8
-558.621 1160.21 8162.8
-558.76 1166.45 8162.8
-555.516 1165.65 8162.8
-552.063 1164.38 8162.8
-550.084 1166.21 8162.8
-547.462 1166.69 8162.8
-544.788 1167.04 8162.8
-542.588 1168.41 8162.8
-540.359 1169.72 8162.8
-537.344 1169.32 8162.8
-537.762 1176.42 8162.8
-533.265 1172.76 8162.8
-531.335 1174.74 8162.8
-529.475 1176.88 8162.8
-526.256 1176 8162.8
-524.11 1177.5 8162.8
-521.834 1178.72 8162.8
-517.44 1175.12 8162.8
-518.352 1183.6 8162.8
-513.042 1177.87 8162.8
-509.075 1175.16 8162.8
-510.016 1183.81 8162.8
-507.085 1183.5 8162.8
-504.427 1183.82 8162.8
-505.72 1193.46 8162.8
-499.599 1185.6 8162.8
-498.151 1188.51 8162.8
-496.932 1192.27 8162.8
-494.574 1193.32 8162.8
-493.286 1196.96 8162.8
-489.26 1193.96 8162.8
-487.677 1196.9 8162.8
-485.638 1198.74 8162.8
-481.982 1196.58 8162.8
-479.708 1197.83 8162.8
-474.102 1190.71 8162.8
-475.727 1201.77 8162.8
-472.548 1200.74 8162.8
-472.449 1207.56 8162.8
-468.769 1205.23 8162.8
-472.086 1220.97 8162.8
-479.693 1248.05 8162.8
-492.971 1290.28 8162.8
-505.993 1332.34 8162.8
-501.168 1327.62 8162.8
-501.722 1337.16 8162.8
-495.513 1328.67 8162.8
-493.598 1331.65 8162.8
-492.083 1335.74 8162.8
-488.126 1333.2 8162.8
-486.126 1335.99 8162.8
-482.203 1333.49 8162.8
-477.574 1328.98 8162.8
-475.76 1332.29 8162.8
-472.514 1331.59 8162.8
-468.981 1330.05 8162.8
-467.172 1333.4 8162.8
-464.92 1335.51 8162.8
-460.393 1331.07 8162.8
-457.024 1329.91 8162.8
-458.305 1342.36 8162.8
-453.837 1338 8162.8
-448.55 1331.15 8162.8
-444.801 1328.78 8162.8
-444.769 1337.55 8162.8
-440.412 1333.33 8162.8
-437.983 1334.92 8162.8
-434.426 1333.06 8162.8
-434.185 1341.03 8162.8
-429.746 1336.42 8162.8
-426.868 1336.62 8162.8
-426.05 1343.3 8162.8
-420.551 1335.21 8162.8
-414.918 1326.56 8162.8
-414.789 1335.51 8162.8
-410.575 1331.32 8162.8
-409.16 1336.2 8162.8
-404.801 1331.45 8162.8
-403.568 1336.98 8162.8
-401.346 1339.28 8162.8
-398.226 1338.58 8162.8
-393.587 1332.72 8162.8
-392.156 1337.7 8162.8
-389.956 1340.1 8162.8
-387.505 1341.66 8162.8
-383.327 1337.2 8162.8
-381.495 1340.91 8162.8
-377.186 1335.9 8162.8
-376.171 1342.55 8162.8
-372.602 1340.1 8162.8
-369.061 1337.71 8162.8
-367.033 1340.8 8162.8
-362.848 1335.98 8162.8
-360.359 1337.36 8162.8
-357.429 1337.11 8162.8
-355.143 1339.27 8162.8
-353.311 1343.18 8162.8
-348.704 1336.51 8162.8
-345.909 1336.72 8162.8
-343.566 1338.68 8162.8
-341.37 1341.24 8162.8
-338.477 1341.07 8162.8
-335.374 1340.05 8162.8
-333.977 1345.87 8162.8
-330.02 1341.37 8162.8
-328.704 1347.62 8162.8
-324.661 1342.68 8162.8
-320.188 1335.85 8162.8
-318.936 1342.45 8162.8
-316.498 1344.11 8162.8
-312.918 1340.4 8162.8
-311.1 1344.73 8162.8
-307.144 1339.81 8162.8
-303.693 1337.01 8162.8
-302.161 1342.67 8162.8
-298.161 1337.35 8162.8
-296.663 1343.26 8162.8
-292.711 1338.04 8162.8
-290.965 1342.9 8162.8
-287.654 1340.55 8162.8
-285.419 1343.2 8162.8
-282.234 1341.38 8162.8
-279.402 1341.21 8162.8
-275.79 1337.23 8162.8
-273.519 1339.74 8162.8
-271.289 1342.49 8162.8
-267.505 1337.51 8162.8
-265.137 1339.58 8162.8
-263.543 1345.62 8162.8
-260.488 1344.24 8162.8
-257.073 1340.96 8162.8
-255.211 1345.76 8162.8
-252.062 1343.81 8162.8
-249.116 1342.9 8162.8
-246.987 1346.41 8162.8
-244.365 1347.27 8162.8
-240.461 1340.99 8162.8
-239.103 1348.91 8162.8
-235.601 1344.77 8162.8
-233.278 1347.33 8162.8
-231.23 1351.55 8162.8
-228.541 1352.07 8162.8
-224.369 1343.71 8162.8
-222.093 1346.62 8162.8
-219.243 1346.07 8162.8
-216.823 1348.18 8162.8
-213.493 1344.59 8162.8
-211.669 1350.51 8162.8
-209.393 1353.65 8162.8
-206.143 1350.48 8162.8
-203.027 1348.11 8162.8
-199.811 1344.99 8162.8
-198.38 1353.16 8162.8
-195.124 1349.72 8162.8
-192.279 1349.05 8162.8
-188.854 1344.24 8162.8
-186.641 1348.02 8162.8
-184.794 1354.58 8162.8
-181.44 1350.11 8162.8
-179.359 1355.12 8162.8
-176.031 1350.7 8162.8
-173.612 1353.22 8162.8
-170.464 1350.03 8162.8
-167.783 1350.49 8162.8
-165.39 1353.31 8162.8
-163.082 1356.92 8162.8
-160.138 1355.26 8162.8
-157.172 1353.34 8162.8
-154.491 1353.84 8162.8
-151.572 1352.22 8162.8
-148.4 1348.23 8162.8
-146.016 1351.38 8162.8
-143.324 1351.74 8162.8
-140.315 1349.03 8162.8
-137.57 1348.82 8162.8
-135.436 1354.68 8162.8
-132.963 1357.32 8162.8
-129.554 1350.3 8162.8
-126.951 1351.55 8162.8
-123.903 1348.01 8162.8
-121.934 1356.28 8162.8
-119.242 1356.71 8162.8
-116.436 1355.82 8162.8
-113.572 1354.18 8162.8
-111.118 1357.46 8162.8
-108.084 1353.63 8162.8
-105.633 1357.08 8162.8
-102.853 1356.36 8162.8
-100.066 1355.5 8162.8
-96.9968 1350.65 8162.8
-94.6698 1356.14 8162.8
-91.8265 1354.33 8162.8
-89.4751 1359.87 8162.8
-86.4295 1354.87 8162.8
-83.8879 1355.84 8162.8
-81.2889 1357.82 8162.8
-78.7798 1361.47 8162.8
-75.9463 1359.57 8162.8
-73.0399 1356.16 8162.8
-70.5003 1359.55 8162.8
-67.686 1357.69 8162.8
-65.1692 1361.88 8162.8
-61.9804 1351.77 8162.8
-59.566 1358.38 8162.8
-57.0393 1362.93 8162.8
-54.3104 1362.86 8162.8
-51.4662 1359.71 8162.8
-48.6863 1358 8162.8
-46.0508 1360.35 8162.8
-43.3724 1361.62 8162.8
-40.7543 1365.08 8162.8
-37.7015 1353.41 8162.8
-35.13 1358.55 8162.8
-32.4009 1357.93 8162.8
-29.7401 1360.3 8162.8
-27.0886 1363.61 8162.8
-24.3111 1360.6 8162.8
-21.6064 1361.39 8162.8
-18.895 1361.93 8162.8
-16.1193 1357.22 8162.8
-13.4532 1361.68 8162.8
-10.7491 1363.58 8162.8
-8.03274 1364.66 8162.8
-5.29557 1361.49 8162.8
-2.57926 1362.62 8162.8
0.141504 1363.31 8162.8
2.86344 1363.25 8162.8
5.59049 1364.49 8162.8
8.30841 1363.41 8162.8
10.9877 1358.08 8162.8
13.7434 1362.43 8162.8
16.4373 1360.21 8162.8
19.2473 1366.86 8162.8
21.8729 1360.39 8162.8
24.6105 1361.53 8162.8
27.2362 1356.85 8162.8
29.9485 1362.11 8162.8
29.7892 1242.02 8162.8
12.1183 466.405 8162.8
12.1755 435.142 8162.8
12.7671 425.871 8162.8
13.7153 428.906 8162.8
14.6629 431.563 8162.8
15.0437 418.167 8162.8
15.4802 407.644 8162.8
16.1817 404.802 8162.8
17.1839 409.39 8162.8
18.0535 410.541 8162.8
18.7038 406.82 8162.8
19.543 407.344 8162.8
20.2408 404.995 8162.8
21.1987 407.824 8162.8
22.2117 411.463 8162.8
22.8271 407.737 8162.8
23.4892 405.07 8162.8
24.485 408.141 8162.8
25.3347 408.653 8162.8
26.2464 410.098 8162.8
26.7606 405.43 8162.8
27.7863 408.556 8162.8
28.3226 404.51 8162.8
29.2694 406.385 8162.8
30.1038 406.637 8162.8
31.1716 409.942 8162.8
32.1262 411.623 8162.8
32.958 411.683 8162.8
34.4956 420.337 8162.8
35.5966 423.381 8162.8
36.5598 424.679 8162.8
37.3144 423.547 8162.8
37.8235 419.737 8162.8
39.2004 425.511 8162.8
40.214 427.174 8162.8
40.983 426.222 8162.8
41.5836 423.589 8162.8
42.0742 419.96 8162.8
41.7688 408.684 8162.8
42.8244 410.899 8162.8
44.0722 415.167 8162.8
44.5515 411.847 8162.8
45.3395 411.447 8162.8
46.1958 411.666 8162.8
46.7906 409.586 8162.8
47.233 406.264 8162.8
47.9927 405.734 8162.8
49.5493 411.843 8162.8
50.0983 409.509 8162.8
51.2784 412.324 8162.8
51.8037 409.864 8162.8
52.6618 410.07 8162.8
53.4643 409.84 8162.8
54.1101 408.431 8162.8
55.1338 409.871 8162.8
56.1888 411.494 8162.8
56.5213 407.852 8162.8
57.5705 409.41 8162.8
58.6879 411.398 8162.8
61.0307 421.795 8162.8
131.268 894.608 8162.8
204.708 1375.98 8162.8
207.809 1377.92 8162.8
210.427 1376.64 8162.8
212.372 1371.02 8162.8
216.534 1379.67 8162.8
219.17 1378.5 8162.8
222.061 1378.92 8162.8
224.774 1378.23 8162.8
227.118 1375.31 8162.8
230.987 1381.57 8162.8
233.609 1380.31 8162.8
236.312 1379.53 8162.8
238.906 1378.13 8162.8
241.236 1375.25 8162.8
243.905 1374.34 8162.8
247.355 1377.78 8162.8
249.949 1376.43 8162.8
253.183 1378.57 8162.8
255.9 1377.88 8162.8
258.224 1375.09 8162.8
260.806 1373.71 8162.8
264.411 1378.3 8162.8
267.46 1379.31 8162.8
270.273 1379.08 8162.8
274.034 1383.62 8162.8
277.029 1384.24 8162.8
279.607 1382.76 8162.8
281.729 1379.08 8162.8
284.014 1376.25 8162.8
287.476 1379.11 8162.8
290.744 1380.98 8162.8
293.358 1379.72 8162.8
296.479 1380.84 8162.8
299.276 1380.43 8162.8
302.766 1383.19 8162.8
304.867 1379.59 8162.8
308.138 1381.3 8162.8
309.879 1376.17 8162.8
315.133 1386.58 8162.8
317.44 1383.94 8162.8
319.442 1380.01 8162.8
322.85 1382.17 8162.8
324.692 1377.63 8162.8
328.931 1383.24 8162.8
331.882 1383.37 8162.8
334.908 1383.8 8162.8
336.573 1378.63 8162.8
340.551 1382.94 8162.8
344.953 1388.87 8162.8
346.496 1383.26 8162.8
350.451 1387.29 8162.8
353.683 1388.41 8162.8
356.423 1387.58 8162.8
357.861 1381.72 8162.8
361.835 1385.66 8162.8
364.935 1386.21 8162.8
367.911 1386.26 8162.8
371.873 1389.99 8162.8
373.802 1386.11 8162.8
